SHOW,SEASON,538_NAME,FULL_NAME,ELIMINATION-1,ELIMINATION-2,ELIMINATION-3,ELIMINATION-4,ELIMINATION-5,ELIMINATION-6,ELIMINATION-7,ELIMINATION-8,ELIMINATION-9,ELIMINATION-10,DATES-1,DATES-2,DATES-3,DATES-4,DATES-5,DATES-6,DATES-7,DATES-8,DATES-9,DATES-10
Bachelor,18,18_MAGGIE_G,Maggie Gantt,E,,,,,,,,,,,,,,,,,,,
Bachelor,18,18_NIKKI_F,Nikki Ferrell,,,R,R,R,,,,,W,,D13,D10,D6,D1,D6,D1,D1,D1,D1
Bachelor,18,18_RENEE_O,Renee Oteri,,,,,R,,,E,,,,D13,D10,D6,D1,D6,D4,D1,,
Bachelor,18,18_SHARLEEN_J,Sharleen Joynt,R1,,,R,,R,EQ,,,,,,D10,D1,D9,D6,D1,,,
Bachelor,18,18_VALERIE_E,Valerie Eredia,E,,,,,,,,,,,,,,,,,,,
Bachelor,18,18_VICTORIA_L,Victoria Lima,,EU,,,,,,,,,,D13,,,,,,,,
Bachelor,19,19_ALISSA_G,Alissa Giambrone,,E,,,,,,,,,,D11,,,,,,,,
Bachelor,19,19_AMANDA_G,Amanda Goerlitz,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_AMBER_J,Amber James,,,E,,,,,,,,,D11,D12,,,,,,,
Bachelor,19,19_ASHLEY_I,Ashley Iaconetti,,,,,,ED,,,,,,D6,,D8,D9,D2,,,,
Bachelor,19,19_ASHLEY_S,Ashley Salter,,,,E,,,,,,,,D11,D12,D8,,,,,,
Bachelor,19,19_BECCA_T,Becca Tilley,,,R,,,R,,,,E,,D11,D12,D6,D9,D1,D1,D1,D1,D1
Bachelor,19,19_BO_S,Bo Stanley,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_BRITT_N,Britt Nilsson,R1,,,,R,R,E,,,,,D11,D12,D6,D1,D6,D3,,,
Bachelor,19,19_BRITTANY_F,Brittany Fetkin,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_CARLY_W,Carly Waddell,,,,,R,,E,,,,,,D12,D6,D1,D6,D3,,,
Bachelor,19,19_JADE_R,Jade Roper,,,,R,,,,E,,,,D6,,D1,D9,D6,D1,D1,,
Bachelor,19,19_JILLIAN_A,Jillian Anderson,,,,ED,,,,,,,,D11,D12,D6,,,,,,
Bachelor,19,19_JORDAN_B,Jordan Branch,,E,,,,,,,,,,,,,,,,,,
Bachelor,19,19_JUELIA_K,Juelia Kinney,,,,E,,,,,,,,D11,D12,D8,,,,,,
Bachelor,19,19_KAITLYN_B,Kaitlyn Bristowe,,R,R,R,,,R,,E,,,D11,D1,D8,D9,D6,D3,D1,D1,
Bachelor,19,19_KARA_W,Kara Wilson,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_KELSEY_P,Kelsey Poe,,,,,,ED,,,,,,D11,D12,D8,D9,D2,,,,
Bachelor,19,19_KIMBERLY_S,Kimberly Sherbach,E,,,,,,,,,,,D6,,,,,,,,
Bachelor,19,19_MACKENZIE_D,Mackenzie Deonigi,,R,,,E,,,,,,,D6,D12,D8,D9,,,,,
Bachelor,19,19_MEGAN_B,Megan Bell,,R,,,,EQ,,,,,,D1,,D8,D9,D6,,,,
Bachelor,19,19_MICHELLE_D,Michelle Davis,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_NICOLE_M,Nicole Meacham,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_NIKKI_D,Nikki Delventhal,,,,E,,,,,,,,,D12,D6,,,,,,
Bachelor,19,19_REEGAN_C,Reegan Cornwell,E,,,,,,,,,,,,,,,,,,,
Bachelor,19,19_SAMANTHA_S,Samantha Steffen,,,,,E,,,,,,,,D12,D8,D9,,,,,
Bachelor,19,19_TANDRA_S,Tandra Steiner,,E,,,,,,,,,,D6,,,,,,,,
Bachelor,19,19_TARA_E,Tara Eddings,,E,,,,,,,,,,D6,,,,,,,,
Bachelor,19,19_TRACY_D,Tracy Darakis,,,E,,,,,,,,,D11,D12,,,,,,,
Bachelor,19,19_TRINA_S,Trina Scherenberg,,,E,,,,,,,,,D11,,,,,,,,
Bachelor,19,19_WHITNEY_B,Whitney Bischoff,,,R,,R,,,,,W,,,D1,D6,D9,D6,D1,D1,D1,D1
Bachelor,20,20_AMANDA_S,Amanda Stanton,,,,,R,R,R,E,,,,D6,D12,D12,D1,D7,D3,D1,,
Bachelor,20,20_AMBER_J,Amber James,,,R,E,,,,,,,,D10,D12,D12,,,,,,
Bachelor,20,20_BECCA_T,Becca Tilley,,,,R,,,E,,,,,D10,,D1,D9,D7,D3,,,
Bachelor,20,20_BREANNE_R,Breanne Rice,E,,,,,,,,,,,,,,,,,,,
Bachelor,20,20_CAILA_Q,Caila Quinn,,R,,,,R,,,EU,,,D1,,D12,D9,D1,D3,D1,D1,
Bachelor,20,20_EMILY_F,Emily Ferguson,,,,,,R,ED,,,,,D6,D12,D12,D9,D2,D1,,,
Bachelor,20,20_HAYLEY_F,Haley Ferguson,,,,ED,,,,,,,,D6,D12,D12,,,,,,
Bachelor,20,20_IZZY_G,"Isabel ""Izzy"" Goodkind",E,,,,,,,,,,,,,,,,,,,
Bachelor,20,20_JACKIE_D,"Jacqueline ""Jackie"" Dion",,E,,,,,,,,,,D10,,,,,,,,
Bachelor,20,20_JAMI_L,Jami Letain,,,E,,,,,,,,,,D12,,,,,,,
Bachelor,20,20_JENNIFER_S,Jennifer Saviano,,,,,E,,,,,,,D10,D12,D12,D9,,,,,
Bachelor,20,20_JESSICA_M,Jessica Moser,E,,,,,,,,,,,,,,,,,,,
Bachelor,20,20_JOJO_F,"Joelle ""JoJo"" Fletcher",,R,,R,,,,,,E,,D10,,D1,D9,D7,D1,D1,D1,D1
Bachelor,20,20_JUBILEE_S,Jubilee Sharpe,,,R,,ED,,,,,,,D10,D1,D12,D9,,,,,
Bachelor,20,20_LACE_M,Lace Morris,,,EQ,,,,,,,,,D10,D12,,,,,,,
Bachelor,20,20_LAURA_E,Laura Esselman,E,,,,,,,,,,,,,,,,,,,
Bachelor,20,20_LAUREN_B,Lauren Bushnell,,,R,R,,,,,,W,,,D1,D12,D9,D7,D1,D1,D1,D1
Bachelor,20,20_LAUREN_H,Lauren Himle,,,,,R,E,,,,,,D10,D12,D12,D1,D7,,,,
Bachelor,20,20_LAUREN_R,Lauren Russell,E,,,,,,,,,,,,,,,,,,,
Bachelor,20,20_LB_B,"Lauren ""LB"" Barr",,EQ,,,,,,,,,,D10,,,,,,,,
Bachelor,20,20_LEAH_B,Leah Block,,,,,,EU,,,,,,,D12,D12,D9,D7,,,,
Bachelor,20,20_MAEGAN_M,Maegan Miller,E,,,,,,,,,,,,,,,,,,,
Bachelor,20,20_MANDI_K,"Amanda ""Mandi"" Kremer",,E,,,,,,,,,,D10,,,,,,,,
Bachelor,20,20_OLIVIA_C,Olivia Caridi,R1,R,,,R,ED,,,,,,D6,D12,D12,D9,D2,,,,
Bachelor,20,20_RACHEL_T,Rachel Tchen,,,,E,,,,,,,,,D12,D12,,,,,,
Bachelor,20,20_SAMANTHA_P,Samantha Passmore,,E,,,,,,,,,,D6,,,,,,,,
Bachelor,20,20_SHUSHANNA_M,Shushanna Mkrtychyan,,,E,,,,,,,,,D6,D12,,,,,,,
Bachelor,20,20_TIARA_S,Tiara Soleim,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_ALEXIS_W,Alexis Waters,,,,,E,,,,,,,D12,D7,D13,D10,,,,,
Bachelor,21,21_ANGELA_A,Angela Amezcua,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_ASTRID_L,Astrid Loch,,,,E,,,,,,,,D6,D7,D13,,,,,,
Bachelor,21,21_BRIANA_G,Briana Guertler,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_BRITTANY_F,Brittany Farrar,,,E,,,,,,,,,D12,D7,,,,,,,
Bachelor,21,21_CHRISTEN_W,Christen Whitney,,R,E,,,,,,,,,D6,D7,,,,,,,
Bachelor,21,21_CORRINE_O,Corinne Olympios,,R,,,R,,,E,,,,D12,D7,D13,D2,D6,D3,D1,,
Bachelor,21,21_DANIELLE_L,Danielle Lombard,,,R,R,,ED,,,,,,D12,D7,D1,D10,D2,,,,
Bachelor,21,21_DANIELLE_M,Danielle Maltby,,R,,,,,ED,,,,,D1,,D13,D10,D6,D1,,,
Bachelor,21,21_DOMINIQUE_A,Dominique Alexis,,,ED,,,,,,,,,,D7,,,,,,,
Bachelor,21,21_ELIZABETH_W,Elizabeth Whitelaw,,E,,,,,,,,,,D12,,,,,,,,
Bachelor,21,21_HAILEY_M,Hailey Merkt,,E,,,,,,,,,,D12,,,,,,,,
Bachelor,21,21_IDA_D,Ida Marie DeLosSantos,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_JAIMI_K,Jaimi King,,,,,E,,,,,,,D6,D7,D13,D10,,,,,
Bachelor,21,21_JASMINE_B,Jasmine Brown,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_JASMINE_G,Jasmine Goode,,,,,,ED,,,,,,D12,D7,D13,D10,D6,,,,
Bachelor,21,21_JOSEPHINE_T,Josephine Tutman,,,,,E,,,,,,,D6,,D13,D10,,,,,
Bachelor,21,21_KRISTINA_S,Kristina Schulman,,,,R,R,R,EQ,,,,,D6,D7,D13,D10,D1,D3,,,
Bachelor,21,21_LACEY_M,Lacey Mark,,E,,,,,,,,,,D12,,,,,,,,
Bachelor,21,21_LAUREN_H,Lauren Hussey,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_LIZ_S,"Elizabeth ""Liz"" Sandoz",,ED,,,,,,,,,,D6,,,,,,,,
Bachelor,21,21_MICHELLE_R,Michelle Ramkissoon,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_OLIVIA_B,Olivia Burnette,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_RACHEL_L,Rachel Lindsay,R1,,R,,R,,,,E,,,,D7,D13,D1,D6,D1,D1,D1,
Bachelor,21,21_RAVEN_G,Raven Gates,,,,R,,R,R,,,E,,D12,,D1,D10,D6,D3,D1,D1,D1
Bachelor,21,21_SARAH_V,Sarah Vendal,,,,E,,,,,,,,D12,D7,D13,,,,,,
Bachelor,21,21_SUSANNAH_M,Susannah Milan,E,,,,,,,,,,,,,,,,,,,
Bachelor,21,21_TAYLOR_N,Taylor Nolan,,,,,ED,,,,,,,D12,D7,D13,D2,,,,,
Bachelor,21,21_VANESSA_G,Vanessa Grimaldi,,,R,,,,,,,W,,D12,D1,D13,D10,D6,D1,D1,D1,D1
Bachelor,21,21_WHITNEY_F,Whitney Fransway,,,,,,ED,,,,,,,D7,D13,D10,D2,,,,
Bachelor,22,22_BECCA_K,"Rebecca ""Becca"" Kufrin",,R,,,,,R,,,W,,D1,D7,D12,D11,D6,D1,D1,D1,D1
Bachelor,22,22_LAUREN_B,Lauren Burnham,,,,,R,R,R,,,E,,,D8,D12,D11,D1,D1,D1,D1,D1
Bachelor,22,22_KENDALL_L,Kendall Long,,,,,,R,R,,EU,,,D15,,D12,D11,D2,D3,D1,D1,
Bachelor,22,22_TIA_B,Tia Booth,,,,R,R,,R,E,,,,D15,D8,D12,D1,D6,D3,D1,,
Bachelor,22,22_BEKAH_M,"Rebekah ""Bekah"" Martinez",,,R,R,,R,ED,,,,,D15,D8,D1,D11,D6,D3,,,
Bachelor,22,22_SEINNE_F,Seinne Fleming,,R,,R,,,ED,,,,,D15,,D1,D11,D6,D1,,,
Bachelor,22,22_JACQUELINE_T,Jacqueline Trumbull,,,,,,R,EQ,,,,,,D8,D12,D11,D1,,,,
Bachelor,22,22_CHELSEA_R,Chelsea Roy,R1,,R,,R,E,,,,,,D15,D7,D12,D1,D6,,,,
Bachelor,22,22_JENNA_C,Jenna Cooper,,,,,,E,,,,,,D15,D7,D12,D11,D6,,,,
Bachelor,22,22_KRYSTAL_N,Krystal Nielson,,R,,,,ED,,,,,,D1,D8,D12,D11,D2,,,,
Bachelor,22,22_ASHLEY_L,Ashley Luebke,,,,,E,,,,,,,,D7,D12,D11,,,,,
Bachelor,22,22_MAQUEL_C,Maquel Cooper,,,,,E,,,,,,,D15,D8,,D11,,,,,
Bachelor,22,22_MARIKH_M,Marikh Mathias,,,,,E,,,,,,,D15,D8,D12,D11,,,,,
Bachelor,22,22_BRITTANY_T,Brittany Taylor,,,,E,,,,,,,,D15,D7,D12,,,,,,
Bachelor,22,22_CAROLINE_L,Caroline Lunny,,,,E,,,,,,,,D15,D7,D12,,,,,,
Bachelor,22,22_BIBIANA_J,Bibiana Julian,,,E,,,,,,,,,D15,D8,,,,,,,
Bachelor,22,22_ANNALIESE_P,Annaliese Puccini,,,EU,,,,,,,,,D15,D7,,,,,,,
Bachelor,22,22_LAUREN_S,Lauren Schleyer,,,ED,,,,,,,,,,D1,,,,,,,
Bachelor,22,22_JENNY_D,"Jennifer ""Jenny"" Delaney",,E,,,,,,,,,,D15,,,,,,,,
Bachelor,22,22_LAUREN_G,Lauren Griffin,,E,,,,,,,,,,D15,,,,,,,,
Bachelor,22,22_VALERIE_B,Valerie Biles,,E,,,,,,,,,,D15,,,,,,,,
Bachelor,22,22_ALI_H,Ali Harrington,E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_AMBER_W,Amber Wilkerson,E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_BRI_A,"Brianna ""Bri"" Amaranthus",E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_BRITTANE_J,Brittane Johnson,E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_JESSICA_C,Jessica Carroll,E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_LAUREN_J,Lauren Jarreau,E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_NYSHA_N,"D'Nysha ""Nysha"" Norris",E,,,,,,,,,,,,,,,,,,,
Bachelor,22,22_OLIVIA_G,Olivia Goethals,E,,,,,,,,,,,,,,,,,,,
